what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1470828737805
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470828751969
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470828774864
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470828795061
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470828805066
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1470828829368
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470828837214
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470828855413
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1470828888591
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470828899975
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470828901137
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1470828906037
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470828929824
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470828931122
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470828931244
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470828933378
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470828939154
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470828940188
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1470828943025
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1470828961713
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1470828988427
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829003384
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829004421
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1470829007005
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1470829024543
activated,view,EBoxPlugin,1.1.0.201501280346,"com.amphisoft.ebox.eclipse.plugin.views.EboxView",1470829025526
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829028509
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829031960
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829032311
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829033550
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829035998
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829038282
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829038546
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829040499
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829042831
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829061599
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1470829067036
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1470829078794
activated,view,EBoxPlugin,1.1.0.201501280346,"com.amphisoft.ebox.eclipse.plugin.views.EboxView",1470829080070
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829083099
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829085312
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829086409
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829114173
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829118596
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829126928
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829129983
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829132445
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829135686
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829137109
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829148063
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829149415
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829151259
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829156152
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1470829159410
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1470829163399
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1470829165093
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829171066
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829172582
activated,view,EBoxPlugin,1.1.0.201501280346,"com.amphisoft.ebox.eclipse.plugin.views.EboxView",1470829175292
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829178158
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829180150
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829182805
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829188767
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829190342
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829192458
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829194988
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829196201
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1470829210101
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829217264
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1470829222794
activated,view,EBoxPlugin,1.1.0.201501280346,"com.amphisoft.ebox.eclipse.plugin.views.EboxView",1470829224238
