what,kind,bundleId,bundleVersion,description,time
started,bundle,edu.buffalo.cse.green.relationship.association,3.5.0,"edu.buffalo.cse.green.relationship.association",1471578973288
started,bundle,edu.buffalo.cse.green.relationship.composition,3.5.0,"edu.buffalo.cse.green.relationship.composition",1471578973413
started,bundle,edu.buffalo.cse.green.relationship.dependency,3.5.0,"edu.buffalo.cse.green.relationship.dependency",1471578973444
started,bundle,edu.buffalo.cse.green.relationship.generalization,3.5.0,"edu.buffalo.cse.green.relationship.generalization",1471578973460
started,bundle,edu.buffalo.cse.green.relationship.realization,3.5.0,"edu.buffalo.cse.green.relationship.realization",1471578973475
started,bundle,edu.buffalo.cse.green,3.5.0,"edu.buffalo.cse.green",1471578973569
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1471578973584
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1471578974302
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1471578974302
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1471578974976
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1471578986758
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1471578995521
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1471578999522
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1471579006442
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1471579007475
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1471579010507
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1471579015182
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1471579022367
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1471579037759
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1471579297980
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1471579413939
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1471579415941
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1471579417221
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1471579419942
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1471579421611
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1471579825127
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1471579837115
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1471579838337
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1471579841491
